Critical Infrastructure Bridges Analysis:

Total Critical Bridges Identified: 733
Poor Condition Critical Bridges: 72

Detailed List of Critical Bridges:
BIN, Feature Carried, Feature Crossed, Year Built, Last Inspection, Poor Condition, Reason
3312760,NORTH MANLIUS RD,LIMESTONE CREEK,1923,10/17/2018,No,Major Route
3307140,BARLOW ROAD,HOLMES LAKE OUTLET,1920,10/15/2019,No,Significant Feature
2203810,PINNACLE ROAD,HOLMES LAKE OUTLET,1920,08/21/2017,No,Significant Feature
2204570,CASLER ROAD,UNADILLA LAKE OUT,1920,11/07/2018,No,Significant Feature
2201820,JOHNNY CAKE LANE,WYNANTS KILL,1920,04/17/2018,No,Major Route
2261610,ROE BLVD,PATCHOGUE LAKE,1920,04/12/2018,No,Significant Feature
2247410,43RD AVENUE,CSX TRANS/CPR&P&W,1918,10/28/2019,No,Significant Feature
2262580,CLINTON STREET,CSX TRANS/POUG IT,1917,11/13/2019,No,Significant Feature
2247490,69TH STREET,CSX TRANS/CP/P&W,1917,11/12/2018,No,Significant Feature
2241080,SOUTHERN BLVD,CSX TRANS/P MRRIS,1916,06/19/2018,No,Significant Feature
2268690,SAGAMORE LK ROAD,SAGAMORE LAKE OUT,1916,11/26/2018,No,Significant Feature
2247390,41ST AVENUE,CSX TRANS/CPR&P&W,1916,10/19/2019,No,Significant Feature
2247420,44TH AVENUE,CSX TRANS/CPR&P&W,1916,10/30/2019,No,Significant Feature
2247430,45TH AVENUE,CSX TRANS/CPR&P&W,1916,10/30/2019,No,Significant Feature
2247450,57TH AVENUE,CSX TRANS/CPR&P&W,1916,11/01/2019,No,Significant Feature
2247460,CALDWELL AVENUE,CSX TRANS/CP&P&W,1916,11/12/2018,No,Significant Feature
2247440,GRAND AVENUE,CSX TRANS/CPR&P&W,1916,10/30/2019,No,Significant Feature
2247480,JUNIPER BLVD S,CSX TRANS/CPR&P&W,1916,11/01/2019,No,Significant Feature
2247400,WOODSIDE AVENUE,CSX TRANS/CPR&P&W,1916,10/28/2019,No,Significant Feature
4039850,197 197 18021002,E BR HUDSON RIVER,1916,06/04/2019,No,Significant Feature
3307330,CR13 SEVENTH LAKE OUTLET RD,SEVENTH LAKE OUTLET,1911,08/16/2018,No,Significant Feature
2247640,39TH STREET S BRG,AMTRAK & LIRRYARD,1911,11/20/2019,No,Significant Feature
2001600,5 X,CSXT/CN & D&H,1910,10/24/2018,No,Significant Feature
2206410,GOLF COURSE ROAD,MOHAWK RIVER,1910,09/20/2019,No,Significant Feature
2247330,39TH STREET(N.BR),AMTRAK COACH YARD,1910,11/20/2019,No,Significant Feature
2261400,LAKEVIEW AVENUE E,MIRROR LAKE,1910,05/16/2019,No,Significant Feature
1016560,22  22 87034030,RYE LAKE OUTLET,1910,11/14/2019,No,Significant Feature
2257630,AMHERST STREET,CSXT,1909,10/12/2018,No,Significant Feature
2260560,JEWETT AVENUE,CSXT/CN/D&H,1909,10/11/2018,No,Significant Feature
2260580,LEROY AVENUE,CSXT/CN/D&H,1909,10/11/2018,No,Significant Feature
2241180,BARRETTO STREET,AMTRAK/CSXT/P&W,1908,12/07/2018,No,Significant Feature
2241210,BRYANT AVENUE,AMTRAK/CSXT/P&W,1908,12/04/2018,No,Significant Feature
2241190,HUNTS POINT AVE,AMTRAK/CSXT/P&W,1908,12/06/2018,No,Significant Feature
2241159,LONGWOOD AVENUE,AMTRAK/CSXT/P&W,1908,12/12/2018,No,Significant Feature
2241170,TIFFANY STREET,AMTRAK/CSXT/P&W,1908,12/12/2017,No,Major Route, Significant Feature
2247300,THOMSON AVENUE,AMTRAK  YARD,1908,12/03/2018,No,Significant Feature
2229560,907F,AMTRAK/CSXT/P&W,1907,12/14/2018,No,Significant Feature
2241129,EAST 149TH STREET,AMTRAK/CSXT/P&W,1907,12/13/2018,No,Significant Feature
2241270,EAST TREMONT AVE,AMTRAK/CSXT/P&W,1907,11/29/2018,No,Significant Feature
2241230,WESTCHESTER AVE,AMTRAK/CSXT/P&W,1907,12/01/2018,No,Significant Feature
2241269,EAST 177TH STREET,AMTRAK/CSXT/P&W,1906,11/10/2018,No,Significant Feature
2241200,FAILE STREET,AMTRAK/CSXT/P&W,1906,12/05/2018,No,Significant Feature
2241169,LAFAYETTE AVENUE,AMTRAK/CSXT/P&W,1906,12/08/2018,No,Significant Feature
2241139,LEGGETT AVENUE,AMTRAK/CSXT/P&W,1906,12/14/2018,No,Significant Feature
2241060,ST MARY'S STREET,Abnd.CSXT/P MRRIS,1906,06/18/2018,No,Significant Feature
2241330,UNION PORT ROAD,AMTRAK/CSXT/P&W,1906,11/17/2018,No,Significant Feature
2241369,WILLIAMSBRIDGE RD,AMTRAK/CSXT/P&W,1906,11/15/2018,No,Significant Feature
2243530,ALBANY AV & AV H,N Y & ATLANTIC/LI,1906,08/01/2019,No,Major Route
2241050,EAST 149TH STREET,Aband.CSXT-PT MRR,1905,04/18/2018,No,Significant Feature
2241070,WALES AVENUE,CSX TRANS/P MRRIS,1905,06/18/2018,No,Significant Feature
2241329,WHITE PLAINS ROAD,AMTRAK/CSXT/P&W,1905,11/27/2018,No,Significant Feature
2702050,DOCK ROAD,CSX, LEASED AMTRA,1905,11/08/2019,No,Significant Feature
2206240,HILLSIDE ROAD,MOHAWK RIVER,1905,11/07/2018,No,Significant Feature
2241030,EAST 163RD STREET,Aband.CSX/P MRRIS,1904,01/31/2018,No,Significant Feature
2241000,WESTCHESTER AVE,Abandoned CSX TRANS/P MRRIS,1904,08/21/2018,No,Significant Feature
2256840,ALBANY CITY ST'S,BEAVER RELIEF SWR,1900,12/23/2019,No,Major Route
2266010,DRY BRIDGE ROAD,CSX TRANSPRTATION,1900,06/26/2019,No,Significant Feature
2241110,MELROSE AVENUE,CSX TRANS/PT MRRS,1897,07/22/2019,No,Significant Feature
2204760,FARR ROAD,TWIN LAKES STREAM,1895,06/13/2019,No,Significant Feature
2206630,ALBANY STREET,STARCH FACTORY CK,1893,09/12/2018,No,Major Route
7709000,PEEBLES SO ACC RD,MOHAWK RIVER,1891,09/20/2018,No,Significant Feature
2241010,EAST 156TH STREET,Abnd.CSX/P MRRIS,1890,03/20/2018,No,Significant Feature
2241020,EAST 161ST STREET,Abnd.CSX/P MRRIS,1890,02/08/2018,No,Significant Feature
2241040,THIRD AVENUE,CSX /P MRRIS (ABANDONED),1890,06/20/2018,No,Significant Feature
2207130,AURELIUS AVENUE,OWASCO OUTLET,1886,08/21/2019,No,Major Route
2219350,MAIN STREET,KEUKA LAKE OUTLET,1880,11/24/2018,No,Significant Feature
2246330,WEST DRIVE,FEEDER TO LAKE,1860,01/15/2018,No,Significant Feature
1017810,23  23 13061367,CSX TRANSPRTATION,1992,12/15/2019,Yes,Significant Feature
3370210,PEEKAMOOSE ROAD,PEEKAMOOSE LAKE INLET,1992,07/10/2019,Yes,Significant Feature
3337000,TRAVERS ROAD,LAKE TITUS STREAM,1986,06/03/2019,Yes,Significant Feature
3201410,SUMMIT AVENUE,CSX TRANS/RVR LNE,1984,11/16/2019,Yes,Significant Feature
1021870,31  31 33091014,CSX RR / AMTRAK,1983,07/20/2018,Yes,Significant Feature
2205740,ROUND LAKE ROAD,LONG LAKE OUTLET,1981,05/06/2019,Yes,Significant Feature
4206580,LELAND AVENUE,MOHAWK RIVER,1980,11/28/2018,Yes,Significant Feature
2028430,62 X,CSX TRANS/AMTRAK,1979,10/17/2018,Yes,Significant Feature
3356820,TOWNSEND ROAD,SWAN LAKE INLET,1977,05/08/2019,Yes,Significant Feature
1007570,9W  9W11051052,CSX TRANS/C P RWY,1976,12/15/2019,Yes,Significant Feature
2203110,CRANE STREET,CSX TRANS/ AMTRAK,1976,10/24/2019,Yes,Significant Feature
2257170,SUNNYSIDE ROAD,AMTRAK,1976,10/31/2019,Yes,Significant Feature
1093280,RAMP TO I-690 WB,690I690I33011023,1975,07/24/2019,Yes,Major Route
2255280,ELK STREET,NS & CSX Railroad,1970,09/05/2019,Yes,Significant Feature
4060680,414 414 37051044,CSX TRANS/AMTRAK,1970,10/09/2018,Yes,Significant Feature
1052632,84I 84I83011269,NORFOLK SOUTHERN RAILROAD,1969,12/04/2019,Yes,Significant Feature
1052631,84I 84I83011269,NORFOLK SOUTHERN RAILROAD,1969,12/03/2019,Yes,Significant Feature
3344900,NEW VERNON ROAD,Metro North Railroad Port Jervis Line,1969,09/10/2019,Yes,Significant Feature
1005319,9   9 82052019,RAILROAD PLAZA,1966,08/10/2018,Yes,Significant Feature
1033800,I-87 NB EXIT 32 OFF RAMP,SPRUCE MILL BROOK,1966,08/07/2019,Yes,Major Route
1048591,490I490I43021101,CSX TRANS/W SHORE,1963,11/22/2019,Yes,Significant Feature
1048592,490I490I43021102,CSX TRANS/W SHORE,1963,12/09/2019,Yes,Significant Feature
2227170,GUN HOUSE HILL RD,LAKE BROOK,1962,04/16/2019,Yes,Significant Feature
1091670,CALLICOON NY TOPA,DELAWARE RIVER,1961,08/27/2019,Yes,Major Route
2203130,COUNTY ROAD 65,CSX TRANS/ AMTRAK,1960,10/24/2019,Yes,Significant Feature
1029910,NY 75 CAMP RD,90IX,1957,05/11/2018,Yes,Major Route
5513339,87IX,CSX RR/CAN PAC RR,1954,11/19/2018,Yes,Significant Feature
1011530,NY 15 W HENRIETTA RD,90IX,1954,05/07/2019,Yes,Major Route
5510229,90IX,CSX TRANSPORTATIO,1954,04/25/2019,Yes,Significant Feature
1023360,NY - 34,90IX,1953,10/30/2019,Yes,Major Route
5511990,I-290 EB RAMP TO,WEHRLE DR CR 290,1953,07/20/2018,Yes,Major Route
5511889,90IX,CSX RR (ABAND),1953,06/05/2018,Yes,Significant Feature
5512859,90IX,N LAKE ST,1953,10/11/2018,Yes,Significant Feature
5515390,EXIT 18 ON/OFF RAMP I-87 S,87IX,1953,09/12/2018,Yes,Major Route
1076729,907H907HX1M11011,AMTRAK/CSXT/P&W,1951,12/15/2018,Yes,Significant Feature
1068880,987A987A85011055,LAKE TIORATI BRK,1951,07/17/2019,Yes,Significant Feature
2202000,FIRST DYKE ROAD,BURDEN LAKE,1950,04/17/2018,Yes,Significant Feature
3324320,WHITESIDE PARKWAY,TRIB CHAUTAUQUA LAKE,1948,07/10/2019,Yes,Significant Feature
2260670,ERIE ST & PERRY,CSX TRANS/AMTRAK,1945,10/03/2018,Yes,Significant Feature
3302690,TAHAWUS ROAD,SANFORD LAKE,1941,08/07/2019,Yes,Major Route, Significant Feature
3338070,CR 25, DUANE RD,LAKE TITUS STREAM,1939,10/31/2018,Yes,Significant Feature
2255530,HANSEN AVENUE,MOHAWK RIVER,1939,10/09/2019,Yes,Significant Feature
222934A,907V907VX4MR04B1,AMTRAK-W SIDE CON,1939,11/27/2019,Yes,Significant Feature
1008610,11  11 73051011,CSX TRANSPRTATION,1938,05/28/2019,Yes,Significant Feature
1007330,9W  9W86031147,CSXT RIVER LINE,1937,07/31/2019,Yes,Significant Feature
3305270,CR26 PALISADES RD,BRANT LAKE INLET,1937,06/04/2019,Yes,Significant Feature
1094280,BARNES AVE,MOHAWK RIVER,1935,09/03/2019,Yes,Significant Feature
224501E,WEST 35TH STREET,AMTRAK W SIDE CON,1934,12/17/2018,Yes,Significant Feature
2245070,WEST 38TH STREET,AMTRAK W SIDE CON,1934,05/21/2018,Yes,Significant Feature
2245080,WEST 39TH STREET,AMTRAK W SIDE CON,1934,05/21/2018,Yes,Significant Feature
3342730,COUNTY ROAD 7,WHALEY LAKE STREAM,1932,03/13/2019,Yes,Significant Feature
2227570,BROOK STREET,LAKE BROOK,1930,04/10/2019,Yes,Significant Feature
3210300,MILL STREET,DRYDEN LAKE OUTLT,1930,05/02/2018,Yes,Significant Feature
2206460,E DOMINICK STREET,MOHAWK RIVER,1929,10/12/2018,Yes,Significant Feature
1029580,458 458 72021001,DEXTER LAKE OUTLT,1927,06/10/2019,Yes,Significant Feature
4426390,GERMANY ROAD,OLD ERIE CANAL,1927,08/21/2019,Yes,Major Route
3365120,LUDINGTON CT,DREW LAKE OUTLET,1925,05/15/2019,Yes,Significant Feature
5521400,987E 987E85011110,LAKE SEBAGO DAM,1924,04/15/2019,Yes,Significant Feature
2260590,SOUTH PARK LOOP,SOUTH PARK LAKE,1920,11/18/2019,Yes,Significant Feature
4001020,4   4 15023167,HUDSON RIVER&CANL,1917,09/25/2019,Yes,Significant Feature
2247500,METROPOLITAN AVE,CSX TRANS/CPR&P&W,1916,11/01/2019,Yes,Significant Feature
4433080,LONG BRANCH ROAD,ONON LAKE OUTLET,1915,08/29/2019,Yes,Significant Feature
5521800,PARK ENTRANCE RD,CSX, LEASED AMTRA,1912,08/12/2018,Yes,Significant Feature
5521770,PARK RD NPS RTE11,CSX TRANSPORT,1912,02/13/1991,Yes,Significant Feature
226672A,WEST 31ST STREET,AMTRAK LAYUP TRKS,1910,12/27/2018,Yes,Significant Feature
2260540,DEWEY AVENUE,CSXT,1909,08/24/2019,Yes,Significant Feature
3304020,VAN HOUSEN ROAD,AMTRAK,1908,12/23/2018,Yes,Significant Feature
2223210,RIDGE ROAD,Middletown & NJ Railroad,1907,11/07/2019,Yes,Significant Feature
2223000,FERRY STREET,CSX, LEASED AMTRA,1905,08/11/2018,Yes,Significant Feature
3343820,COUNTY ROAD 65,HUNNS LAKE CREEK,1900,03/22/2019,Yes,Significant Feature
2205820,HOUSER ROAD,WEST BR MOHAWK RIVER,1900,08/05/2019,Yes,Significant Feature
2206470,RAILROAD STREET,MOHAWK RIVER,1900,10/22/2019,Yes,Significant Feature
